prname,date,reporting_week,totalcases,ratecases_total,numdeaths,ratedeaths
Yukon,2023-02-18,7,4989,11393.27,32,73.08
Northwest Territories,2023-02-18,7,11511,25240.65,22,48.24
Nunavut,2023-02-18,7,3531,8712.93,7,17.27
Repatriated travellers,2023-02-18,7,13,,0,
Canada,2023-02-18,7,4592631,11797.18,51522,132.35
British Columbia,2023-02-25,8,396472,7453.43,5218,98.1
Alberta,2023-02-25,8,628946,13843.95,5593,123.11
Saskatchewan,2023-02-25,8,153651,12859.94,1901,159.11
Manitoba,2023-02-25,8,154712,10978.53,2464,174.85
Ontario,2023-02-25,8,1591788,10535.07,16748,110.84
Quebec,2023-02-25,8,1315316,15126.12,17666,203.16
Newfoundland and Labrador,2023-02-25,8,54757,10410.63,321,61.03
New Brunswick,2023-02-25,8,88866,10943.27,834,102.7
Nova Scotia,2023-02-25,8,140793,13806.96,794,77.86
Prince Edward Island,2023-02-25,8,56456,33075.55,92,53.9
Yukon,2023-02-25,8,4989,11393.27,32,73.08
Northwest Territories,2023-02-25,8,11511,25240.65,22,48.24
Nunavut,2023-02-25,8,3531,8712.93,7,17.27
Repatriated travellers,2023-02-25,8,13,,0,
Canada,2023-02-25,8,4601801,11820.74,51692,132.78
British Columbia,2023-03-04,9,396817,7459.91,5249,98.68
Alberta,2023-03-04,9,629306,13851.87,5604,123.35
Saskatchewan,2023-03-04,9,153868,12878.11,1911,159.94
Manitoba,2023-03-04,9,154862,10989.18,2466,174.99
Ontario,2023-03-04,9,1595697,10560.94,16806,111.23
Quebec,2023-03-04,9,1318547,15163.28,17703,203.58
Newfoundland and Labrador,2023-03-04,9,54824,10423.37,321,61.03
New Brunswick,2023-03-04,9,89226,10987.6,842,103.69
Nova Scotia,2023-03-04,9,141038,13830.98,799,78.35
Prince Edward Island,2023-03-04,9,56523,33114.81,93,54.49
Yukon,2023-03-04,9,4989,11393.27,32,73.08
Northwest Territories,2023-03-04,9,11511,25240.65,22,48.24
Nunavut,2023-03-04,9,3531,8712.93,7,17.27
Repatriated travellers,2023-03-04,9,13,,0,
Canada,2023-03-04,9,4610752,11843.73,51855,133.2
British Columbia,2023-03-11,10,397189,7466.91,5278,99.22
Alberta,2023-03-11,10,629687,13860.26,5619,123.68
Saskatchewan,2023-03-11,10,154105,12897.94,1921,160.78
Manitoba,2023-03-11,10,154992,10998.4,2470,175.27
Ontario,2023-03-11,10,1599432,10585.66,16856,111.56
Quebec,2023-03-11,10,1321478,15196.99,17755,204.18
Newfoundland and Labrador,2023-03-11,10,54897,10437.25,333,63.31
New Brunswick,2023-03-11,10,89614,11035.38,848,104.43
Nova Scotia,2023-03-11,10,141300,13856.68,805,78.94
Prince Edward Island,2023-03-11,10,56606,33163.43,95,55.66
Yukon,2023-03-11,10,4989,11393.27,32,73.08
Northwest Territories,2023-03-11,10,11511,25240.65,22,48.24
Nunavut,2023-03-11,10,3531,8712.93,7,17.27
Repatriated travellers,2023-03-11,10,13,,0,
Canada,2023-03-11,10,4619344,11865.8,52041,133.68
British Columbia,2023-03-18,11,397593,7474.5,5308,99.79
Alberta,2023-03-18,11,630085,13869.02,5631,123.95
Saskatchewan,2023-03-18,11,154327,12916.52,1931,161.62
Manitoba,2023-03-18,11,155147,11009.4,2470,175.27
Ontario,2023-03-18,11,1603002,10609.29,16902,111.86
Quebec,2023-03-18,11,1324234,15228.68,17797,204.67
Newfoundland and Labrador,2023-03-18,11,54954,10448.08,333,63.31
New Brunswick,2023-03-18,11,89927,11073.92,856,105.41
Nova Scotia,2023-03-18,11,141659,13891.88,816,80.02
Prince Edward Island,2023-03-18,11,56726,33233.74,95,55.66
Yukon,2023-03-18,11,4989,11393.27,32,73.08
Northwest Territories,2023-03-18,11,11511,25240.65,22,48.24
Nunavut,2023-03-18,11,3531,8712.93,7,17.27
Repatriated travellers,2023-03-18,11,13,,0,
Canada,2023-03-18,11,4627698,11887.26,52200,134.09
British Columbia,2023-03-25,12,398050,7483.09,5339,100.37
Alberta,2023-03-25,12,630485,13877.83,5639,124.12
Saskatchewan,2023-03-25,12,154569,12936.78,1941,162.45
Manitoba,2023-03-25,12,155300,11020.26,2470,175.27
Ontario,2023-03-25,12,1606398,10631.77,16946,112.16
Quebec,2023-03-25,12,1326819,15258.41,17822,204.95
Newfoundland and Labrador,2023-03-25,12,54999,10456.64,339,64.45
New Brunswick,2023-03-25,12,90139,11100.03,862,106.15
Nova Scotia,2023-03-25,12,141908,13916.3,820,80.41
Prince Edward Island,2023-03-25,12,56846,33304.04,95,55.66
Yukon,2023-03-25,12,4989,11393.27,32,73.08
Northwest Territories,2023-03-25,12,11511,25240.65,22,48.24
Nunavut,2023-03-25,12,3531,8712.93,7,17.27
Repatriated travellers,2023-03-25,12,13,,0,
Canada,2023-03-25,12,4635557,11907.45,52334,134.43
British Columbia,2023-04-01,13,398510,7491.74,5371,100.97
Alberta,2023-04-01,13,630862,13886.12,5652,124.41
Saskatchewan,2023-04-01,13,154812,12957.12,1950,163.21
Manitoba,2023-04-01,13,155421,11028.84,2470,175.27
Ontario,2023-04-01,13,1609159,10650.04,16988,112.43
Quebec,2023-04-01,13,1329345,15287.46,17860,205.39
Newfoundland and Labrador,2023-04-01,13,55074,10470.9,339,64.45
New Brunswick,2023-04-01,13,90294,11119.12,868,106.89
Nova Scotia,2023-04-01,13,142143,13939.35,829,81.3
Prince Edward Island,2023-04-01,13,56989,33387.82,95,55.66
Yukon,2023-04-01,13,4989,11393.27,32,73.08
Northwest Territories,2023-04-01,13,11511,25240.65,22,48.24
Nunavut,2023-04-01,13,3531,8712.93,7,17.27
Repatriated travellers,2023-04-01,13,13,,0,
Canada,2023-04-01,13,4642653,11925.67,52483,134.81
British Columbia,2023-04-08,14,398975,7500.48,5411,101.72
Alberta,2023-04-08,14,631206,13893.7,5674,124.89
Saskatchewan,2023-04-08,14,154982,12971.34,1956,163.71
Manitoba,2023-04-08,14,155553,11038.21,2470,175.27
Ontario,2023-04-08,14,1611310,10664.28,17022,112.66
Quebec,2023-04-08,14,1331873,15316.53,17895,205.79
Newfoundland and Labrador,2023-04-08,14,55140,10483.45,339,64.45
New Brunswick,2023-04-08,14,90392,11131.18,874,107.63
Nova Scotia,2023-04-08,14,142387,13963.27,832,81.59
Prince Edward Island,2023-04-08,14,57091,33447.58,95,55.66
Yukon,2023-04-08,14,4989,11393.27,32,73.08
Northwest Territories,2023-04-08,14,11511,25240.65,22,48.24
Nunavut,2023-04-08,14,3531,8712.93,7,17.27
Repatriated travellers,2023-04-08,14,13,,0,
Canada,2023-04-08,14,4648953,11941.86,52629,135.19
British Columbia,2023-04-15,15,399494,7510.24,5430,102.08
Alberta,2023-04-15,15,631511,13900.41,5684,125.11
Saskatchewan,2023-04-15,15,155190,12988.75,1959,163.96
Manitoba,2023-04-15,15,155725,11050.42,2483,176.2
Ontario,2023-04-15,15,1613572,10679.25,17055,112.88
Quebec,2023-04-15,15,1334563,15347.46,17924,206.13
Newfoundland and Labrador,2023-04-15,15,55209,10496.57,339,64.45
New Brunswick,2023-04-15,15,90494,11143.74,877,108.0
Nova Scotia,2023-04-15,15,142585,13982.69,839,82.28
Prince Edward Island,2023-04-15,15,57183,33501.48,96,56.24
Yukon,2023-04-15,15,4989,11393.27,32,73.08
Northwest Territories,2023-04-15,15,11511,25240.65,22,48.24
Nunavut,2023-04-15,15,3531,8712.93,7,17.27
Repatriated travellers,2023-04-15,15,13,,0,
Canada,2023-04-15,15,4655570,11958.85,52747,135.49
British Columbia,2023-04-22,16,400025,7520.22,5476,102.95
Alberta,2023-04-22,16,631894,13908.84,5703,125.53
Saskatchewan,2023-04-22,16,155381,13004.74,1961,164.13
Manitoba,2023-04-22,16,155848,11059.14,2493,176.91
Ontario,2023-04-22,16,1615279,10690.55,17084,113.07
Quebec,2023-04-22,16,1337037,15375.91,17959,206.53
Newfoundland and Labrador,2023-04-22,16,55261,10506.45,340,64.64
New Brunswick,2023-04-22,16,90574,11153.6,879,108.24
Nova Scotia,2023-04-22,16,142777,14001.52,841,82.47
Prince Edward Island,2023-04-22,16,57226,33526.67,100,58.59
Yukon,2023-04-22,16,4989,11393.27,32,73.08
Northwest Territories,2023-04-22,16,11511,25240.65,22,48.24
Nunavut,2023-04-22,16,3531,8712.93,7,17.27
Repatriated travellers,2023-04-22,16,13,,0,
Canada,2023-04-22,16,4661346,11973.69,52897,135.88
British Columbia,2023-04-29,17,400660,7532.16,5520,103.77
Alberta,2023-04-29,17,632235,13916.34,5719,125.88
Saskatchewan,2023-04-29,17,155543,13018.3,1965,164.46
Manitoba,2023-04-29,17,155944,11065.96,2499,177.33
Ontario,2023-04-29,17,1616798,10700.6,17106,113.21
Quebec,2023-04-29,17,1339210,15400.9,17992,206.91
Newfoundland and Labrador,2023-04-29,17,55305,10514.82,340,64.64
New Brunswick,2023-04-29,17,90652,11163.2,883,108.74
Nova Scotia,2023-04-29,17,142941,14017.6,850,83.36
Prince Edward Island,2023-04-29,17,57251,33541.32,103,60.34
Yukon,2023-04-29,17,4989,11393.27,32,73.08
Northwest Territories,2023-04-29,17,11511,25240.65,22,48.24
Nunavut,2023-04-29,17,3531,8712.93,7,17.27
Repatriated travellers,2023-04-29,17,13,,0,
Canada,2023-04-29,17,4666583,11987.14,53038,136.24
British Columbia,2023-05-06,18,401126,7540.92,5555,104.43
Alberta,2023-05-06,18,632551,13923.3,5729,126.1
Saskatchewan,2023-05-06,18,155685,13030.18,1970,164.88
Manitoba,2023-05-06,18,156049,11073.41,2501,177.47
Ontario,2023-05-06,18,1618249,10710.2,17136,113.41
Quebec,2023-05-06,18,1341159,15423.32,18018,207.21
Newfoundland and Labrador,2023-05-06,18,55360,10525.28,344,65.4
New Brunswick,2023-05-06,18,90652,11163.2,883,108.74
Nova Scotia,2023-05-06,18,143108,14033.98,859,84.24
Prince Edward Island,2023-05-06,18,57251,33541.32,103,60.34
Yukon,2023-05-06,18,4989,11393.27,32,73.08
Northwest Territories,2023-05-06,18,11511,25240.65,22,48.24
Nunavut,2023-05-06,18,3531,8712.93,7,17.27
Repatriated travellers,2023-05-06,18,13,,0,
Canada,2023-05-06,18,4671234,11999.09,53159,136.55
British Columbia,2023-05-13,19,401497,7547.9,5602,105.31
Alberta,2023-05-13,19,632848,13929.84,5744,126.43
Saskatchewan,2023-05-13,19,155812,13040.81,1976,165.38
Manitoba,2023-05-13,19,156138,11079.72,2501,177.47
Ontario,2023-05-13,19,1619627,10719.32,17157,113.55
Quebec,2023-05-13,19,1342770,15441.84,18035,207.4
Newfoundland and Labrador,2023-05-13,19,55404,10533.64,344,65.4
New Brunswick,2023-05-13,19,90652,11163.2,883,108.74
Nova Scotia,2023-05-13,19,143306,14053.4,864,84.73
Prince Edward Island,2023-05-13,19,57276,33555.96,104,60.93
Yukon,2023-05-13,19,4989,11393.27,32,73.08
Northwest Territories,2023-05-13,19,11511,25240.65,22,48.24
Nunavut,2023-05-13,19,3531,8712.93,7,17.27
Repatriated travellers,2023-05-13,19,13,,0,
Canada,2023-05-13,19,4675374,12009.72,53271,136.84
British Columbia,2023-05-20,20,401814,7553.85,5652,106.25
Alberta,2023-05-20,20,633076,13934.86,5761,126.81
Saskatchewan,2023-05-20,20,155905,13048.59,1986,166.22
